Mode,Time
Experiment,2521.0
Control,2848.0
Control,3303.0
Control,2599.0
Control,4582.0
Control,4464.0
Control,3220.0
Experiment,2541.0
Experiment,18107.0
Control,1172.0
Control,4257.0
Experiment,9309.0
Experiment,2357.0
Experiment,3884.0
Control,7767.0
Experiment,4252.0
Experiment,882.0
Control,4595.0
Experiment,2600.0
Control,2470.0
Experiment,4312.0
,
Experiment,3844.0
Control,1581.0
Experiment,1567.0
Control,1970.0
Experiment,3741.0
Experiment,1256.0
Control,4115.0
Control,3354.0
Experiment,5689.0
,
Experiment,1140.0
Control,1232.0
Control,1860.0
Experiment,2589.0
Control,1197.0
,
,
Control,3762.0
Control,2203.0
Control,3199.0
Experiment,1650.0
Control,2507.0
Experiment,3432.0
Control,1826.0
Control,725.0
Control,4798.0
Control,2250.0
Control,2480.0
Experiment,2502.0
Control,1196.0
Experiment,1572.0
Experiment,1679.0
Control,1516.0
Control,4209.0
Control,1672.0
Control,791.0
Experiment,1449.0
Control,1896.0
Experiment,2597.0
Control,1453.0
Experiment,5028.0
Control,1859.0
Control,5366.0
,
Experiment,2942.0
Control,248.0
Control,2529.0
Control,1714.0
Control,7374.0
Control,1994.0
Control,1958.0
Control,9671.0
Experiment,2623.0
Control,2751.0
Experiment,1951.0
Experiment,1398.0
Control,1361.0
Control,3655.0
Control,1129.0
Control,3483.0
,
Control,1051.0
Experiment,4649.0
Experiment,12731.0
Experiment,4732.0
Control,3901.0
Experiment,1958.0
Control,1371.0
Control,1871.0
Control,3801.0
Control,2473.0
Experiment,1525.0
Experiment,11988.0
Control,3178.0
Experiment,1508.0
Experiment,1342.0
Control,3383.0
Control,2159.0
Control,1850.0
Control,2596.0
Control,22626.0
Experiment,1587.0
Control,3427.0
Control,3353.0
Control,3086.0
Control,1697.0
Experiment,2080.0
Control,2025.0
,
Experiment,1705.0
Control,1628.0
Experiment,2619.0
Control,848.0
Control,2164.0
Experiment,1367.0
Experiment,3387.0
Experiment,5420.0
Control,963.0
Experiment,3267.0
Experiment,743.0
Experiment,2291.0
Control,1436.0
Control,3684.0
Control,3032.0
Experiment,2458.0
Control,4543.0
Control,4227.0
Control,1365.0
Experiment,1440.0
Experiment,1510.0
Control,2247.0
Control,3218.0
Control,1797.0
Experiment,4435.0
,
Experiment,3849.0
Control,12369.0
Control,2368.0
Experiment,3528.0
Control,1177.0
Control,10606.0
Control,5253.0
Experiment,1418.0
Experiment,4216.0
Control,1856.0
Experiment,1904.0
Experiment,1556.0
Control,757.0
Control,3718.0
Control,1589.0
Experiment,13559.0
Experiment,1851.0
Experiment,954.0
Experiment,2776.0
Experiment,3091.0
Experiment,4300.0
Experiment,2842.0
Control,2613.0
Control,2776.0
Control,2498.0
Control,4411.0
Control,5404.0
Control,2418.0
Control,3329.0
Experiment,8465.0
Control,4821.0
Control,2620.0
Control,3107.0
Control,1149.0
Control,2428.0
Control,1587.0
Control,1773.0
Experiment,3658.0
Control,776.0
Experiment,1847.0
Control,2172.0
Control,2050.0
Control,1711.0
Control,2680.0
Control,2499.0
Experiment,2716.0
Control,1564.0
Control,2831.0
Control,2219.0
Control,5471.0
Control,1332.0
Control,1978.0
Control,2214.0
Control,13997.0
Experiment,6338.0
Experiment,6820.0
Control,1859.0
,
Control,3140.0
Experiment,1403.0
Experiment,3153.0
Experiment,943.0
Control,1578.0
Control,2701.0
Experiment,9786.0
Control,3579.0
Experiment,4909.0
Control,1500.0
Experiment,4247.0
Experiment,2017.0
Control,2201.0
Control,1126.0
Experiment,2849.0
Control,3471.0
Control,777.0
Experiment,1211.0
Control,1334.0
Control,783.0
,
Control,1095.0
Experiment,6416.0
Control,4553.0
Experiment,6294.0
Experiment,2911.0
Control,3737.0
Experiment,1681.0
Experiment,4109.0
Control,1283.0
Control,3738.0
Experiment,2597.0
Experiment,2470.0
Control,4071.0
Experiment,1287.0
Experiment,30620.0
,
Experiment,2341.0
Control,2589.0
,
Experiment,2410.0
Experiment,3048.0
Experiment,3730.0
Experiment,3370.0
Control,2544.0
Control,838.0
Experiment,1860.0
Experiment,1819.0
Control,8762.0
Control,2324.0
Control,2839.0
Control,1542.0
,
Control,1040.0
Experiment,1931.0
Experiment,2598.0
Control,4110.0
Control,231.0
Control,3900.0
Control,1994.0
Experiment,1435.0
Experiment,3506.0
Experiment,5904.0
Control,3067.0
Experiment,2248.0
Control,1842.0
Control,3664.0
Experiment,1568.0
Control,5589.0
Control,2955.0
Control,1886.0
Control,1625.0
Control,7416.0
Control,1818.0
Experiment,5539.0
Experiment,645.0
Experiment,1116.0
Experiment,4969.0
Experiment,2980.0
Experiment,1942.0
Experiment,1413.0
Experiment,2615.0
Experiment,1079.0
Control,2718.0
Experiment,4522.0
Control,2908.0
Experiment,2336.0
Experiment,2875.0
Control,1279.0
Experiment,4133.0
Experiment,2329.0
Control,4370.0
,
Control,5516.0
Experiment,5552.0
Control,2389.0
Control,605.0
Experiment,5966.0
Experiment,5263.0
Control,1324.0
Control,1775.0
Control,1915.0
Control,2408.0
Experiment,2837.0
Experiment,6825.0
Control,297.0
Control,2069.0
Experiment,2037.0
Control,2458.0
Control,1458.0
Experiment,6153.0
Control,3390.0
Experiment,11912.0
Control,1856.0
Control,4460.0
Control,159.0
Control,2262.0
Control,2250.0
Control,5150.0
Control,3088.0
Control,2146.0
Experiment,13281.0
Control,2585.0
Experiment,1164.0
Experiment,2699.0
Control,1538.0
Experiment,9493.0
Experiment,3305.0
Control,2551.0
Experiment,2117.0
Control,5167.0
Experiment,1500.0
Experiment,1659.0
Experiment,2821.0
,
Experiment,607.0
Control,651.0
Experiment,3013.0
Control,311.0
Control,1815.0
Experiment,3729.0
Experiment,4265.0
Control,1712.0
Control,2261.0
Experiment,1622.0
Experiment,2869.0
Experiment,881.0
Experiment,1900.0
Experiment,7705.0
Experiment,2857.0
Control,2567.0
Control,4093.0
Control,3044.0
Experiment,3259.0
Experiment,2092.0
,
,
Experiment,1469.0
Control,2296.0
Control,3077.0
,
Experiment,1811.0
,
Experiment,2893.0
Control,3720.0
Experiment,469.0
Experiment,1770.0
Control,1669.0
Experiment,2342.0
Control,3997.0
Experiment,1672.0
Control,2551.0
Control,1974.0
Control,1484.0
Control,11593.0
Experiment,3039.0
Control,522.0
,
Experiment,679.0
Experiment,2926.0
Control,2307.0
Control,3848.0
Control,3322.0
Experiment,193.0
Experiment,2063.0
Experiment,1659.0
Experiment,1201.0
Control,7565.0
Experiment,2522.0
Experiment,2447.0
Control,1616.0
Control,1201.0
Experiment,12210.0
Control,2641.0
Experiment,2896.0
Control,4060.0
Control,2970.0
Experiment,2420.0
Experiment,566.0
Experiment,7374.0
Control,390.0
Control,4278.0
Experiment,2951.0
Control,705.0
Control,1217.0
Experiment,803.0
Control,2547.0
Experiment,1871.0
Experiment,2821.0
Control,4104.0
Experiment,1244.0
Control,2345.0
Control,1822.0
Experiment,2286.0
Experiment,4767.0
Control,89.0
Control,2117.0
Control,9169.0
Experiment,1592.0
Control,1133.0
Control,32920.0
Experiment,456.0
Experiment,1437.0
Experiment,1586.0
Control,3923.0
Control,4773.0
Experiment,2050.0
Control,1263.0
Control,1712.0
Control,4470.0
Experiment,2134.0
Control,717.0
Experiment,2039.0
Experiment,4714.0
Control,5288.0
Control,3405.0
Control,4076.0
Control,8082.0
Experiment,3889.0
Control,154.0
Experiment,4204.0
Control,1438.0
Experiment,1783.0
Control,898.0
Experiment,5570.0
Control,4659.0
Experiment,2561.0
Experiment,4754.0
Experiment,3740.0
Control,5877.0
Control,4750.0
Experiment,2335.0
Experiment,1201.0
Experiment,2376.0
Control,4731.0
,
Experiment,2374.0
Control,1293.0
Control,3701.0
Control,2295.0
Experiment,3969.0
Control,2304.0
Experiment,1506.0
Experiment,2812.0
Control,2050.0
,
Experiment,99610.0
,
Control,4539.0
Control,1593.0
Experiment,315.0
Experiment,2711.0
Experiment,329.0
Experiment,5270.0
Experiment,6736.0
Experiment,4140.0
Control,1113.0
Control,2369.0
Control,1612.0
Experiment,716.0
Experiment,2151.0
Experiment,4065.0
Control,2030.0
Control,3316.0
Control,2329.0
Experiment,3288.0
Experiment,9075.0
Control,1271.0
Control,562.0
Experiment,2291.0
Control,3664.0
Control,3257.0
Experiment,2138.0
Experiment,779.0
Experiment,1946.0
Experiment,1507.0
Control,2128.0
Control,2006.0
Experiment,1256.0
Experiment,2428.0
Control,1649.0
Control,4501.0
Experiment,5954.0
Control,4089.0
Control,1365.0
Experiment,2291.0
Control,8169.0
Control,2234.0
Control,1711.0
Experiment,1034.0
Experiment,8261.0
Control,8247.0
Experiment,3399.0
Control,851.0
Experiment,3697.0
,
Control,1473.0
Control,2141.0
Experiment,2359.0
Control,2873.0
Control,2519.0
Experiment,2589.0
Experiment,2188.0
Control,4188.0
Experiment,2811.0
Experiment,1657.0
Experiment,2128.0
Control,7965.0
Experiment,3139.0
Control,4606.0
Control,2807.0
Experiment,3068.0
Control,1969.0
Experiment,2476.0
Experiment,2486.0
Control,1812.0
Control,1541.0
Control,482.0
Control,6477.0
Control,8259.0
Control,2506.0
Control,1909.0
Experiment,2967.0
Control,858.0
Control,1134.0
Experiment,5954.0
Experiment,2241.0
Control,2900.0
Experiment,1065.0
Experiment,7651.0
Control,2511.0
Experiment,1914.0
Experiment,2179.0
Control,732.0
Experiment,2020.0
Control,1966.0
Control,840.0
Control,4303.0
Experiment,2721.0
Experiment,2609.0
Control,3100.0
,
Experiment,5388.0
Experiment,2814.0
Experiment,3696.0
Experiment,1180.0
Experiment,587.0
Control,3231.0
Control,3563.0
Control,3157.0
Control,4904.0
Control,1433.0
,
Experiment,2937.0
Experiment,2309.0
Control,10910.0
Experiment,986.0
Control,3797.0
Control,909.0
Experiment,1114.0
,
Experiment,9228.0
Control,1428.0
,
Control,5612.0
Experiment,4789.0
Experiment,874.0
Experiment,1071.0
Control,5165.0
Control,2653.0
Control,1630.0
Control,1900.0
Experiment,1447.0
Experiment,1833.0
Control,768.0
Experiment,12175.0
Control,1685.0
Experiment,3468.0
Experiment,3625.0
Control,2927.0
Experiment,352.0
Control,4057.0
Experiment,3565.0
Control,2249.0
Control,1025.0
Control,2756.0
Experiment,101.0
Control,5163.0
Experiment,758.0
Experiment,1276.0
Control,4503.0
Experiment,1056.0
Experiment,3431.0
Experiment,4660.0
Control,3948.0
Control,640.0
Experiment,2173.0
Control,4216.0
Control,3329.0
Experiment,1795.0
Control,1945.0
Experiment,1341.0
Experiment,2280.0
Experiment,5552.0
Experiment,5012.0
Control,1897.0
Experiment,2122.0
Control,2307.0
Control,5123.0
Experiment,100.0
Experiment,1333.0
Experiment,1164.0
Control,3331.0
Experiment,946.0
Experiment,2009.0
Control,4189.0
Experiment,1971.0
Experiment,3668.0
Experiment,2549.0
Control,2971.0
Experiment,1384.0
Control,2739.0
Control,13708.0
,
Experiment,1832.0
Control,3751.0
Control,3490.0
Control,2451.0
Experiment,5299.0
Control,2845.0
Experiment,2723.0
,
Experiment,12607.0
Experiment,3508.0
Experiment,4357.0
Experiment,1602.0
Control,1773.0
Experiment,4096.0
Control,1548.0
Experiment,1929.0
,
Control,5369.0
Control,4938.0
,
Experiment,4474.0
Control,251.0
Control,2734.0
Experiment,4072.0
Control,196.0
Control,3657.0
Control,2817.0
Experiment,4279.0
Control,3770.0
Experiment,2986.0
Control,374.0
Control,4817.0
Control,1316.0
Control,1551.0
Control,2127.0
Control,2258.0
Experiment,2317.0
Experiment,1538.0
Experiment,1154.0
Control,4196.0
,
Control,135.0
Experiment,3975.0
,
Control,1176.0
Experiment,2803.0
Control,1923.0
Control,3757.0
Control,1853.0
Experiment,900.0
Control,1590.0
Control,252.0
Experiment,3318.0
Experiment,5968.0
Control,8508.0
Experiment,8178.0
Control,4206.0
Control,1573.0
Experiment,3595.0
Experiment,1111.0
Experiment,2671.0
Control,3036.0
Control,2245.0
Control,1479.0
Experiment,4278.0
Experiment,2660.0
Control,3354.0
Control,4086.0
Experiment,3944.0
Control,215.0
,
Control,4214.0
Control,1687.0
Control,65450.0
Experiment,1791.0
Experiment,1446.0
Experiment,1091.0
,
Control,1190.0
Control,3274.0
Experiment,2311.0
Experiment,3082.0
Control,4274.0
Experiment,2603.0
Experiment,3692.0
Control,7809.0
Control,3965.0
Experiment,2991.0
Experiment,1038.0
Experiment,7638.0
Control,4120.0
Control,3950.0
Experiment,2269.0
Control,5929.0
Experiment,4526.0
Experiment,3277.0
Experiment,3295.0
Control,835.0
Experiment,628.0
Control,3148.0
Control,14698.0
Control,4358.0
Experiment,5125.0
Control,2517.0
Control,2451.0
Control,1984.0
,
Experiment,6566.0
Control,1872.0
Control,2189.0
Control,1568.0
Experiment,4002.0
Control,1529.0
Control,2339.0
Experiment,2219.0
Control,4670.0
Control,1840.0
Experiment,1501.0
Experiment,2419.0
Control,1393.0
Experiment,2557.0
Experiment,2939.0
Experiment,2364.0
Control,1902.0
Control,3536.0
Experiment,2592.0
Control,1690.0
Control,1645.0
Experiment,1191.0
Experiment,6387.0
Experiment,5443.0
Experiment,3054.0
Experiment,1818.0
Control,2123.0
Experiment,7732.0
Experiment,2146.0
,
Control,1817.0
Experiment,5029.0
Experiment,2695.0
Control,825.0
Control,1513.0
Experiment,2111.0
Control,1760.0
Experiment,2647.0
Experiment,3437.0
Experiment,1466.0
Experiment,2324.0
Control,2548.0
Experiment,1407.0
Experiment,2884.0
Control,3769.0
Control,5287.0
,
Control,8939.0
Experiment,2844.0
Control,2670.0
Control,2307.0
Experiment,2281.0
Experiment,2830.0
Control,2003.0
,
Control,1585.0
Experiment,1456.0
Control,3316.0
Control,3127.0
Experiment,1287.0
Control,3692.0
Experiment,1071.0
Control,1559.0
Control,5950.0
Experiment,2803.0
,
Experiment,711.0
Control,1952.0
Control,5855.0
Experiment,14067.0
Control,3986.0
Control,2937.0
Control,2049.0
Experiment,1795.0
Control,1949.0
,
Experiment,2960.0
Control,3613.0
Control,3457.0
Experiment,2579.0
Control,3586.0
Experiment,864.0
Control,2258.0
,
Control,3244.0
Experiment,2436.0
Experiment,145.0
Experiment,6906.0
Control,2488.0
Control,1672.0
Control,1465.0
Control,2637.0
Experiment,3071.0
Control,2625.0
Control,2305.0
Experiment,6417.0
Experiment,1903.0
Control,3372.0
Control,2421.0
Control,892.0
Control,2980.0
Control,2178.0
Control,987.0
Experiment,2223.0
Experiment,2521.0
Experiment,2321.0
,
Experiment,570.0
Control,4576.0
Control,4940.0
Experiment,2439.0
Experiment,2606.0
Control,1949.0
Control,2892.0
Control,3459.0
Control,1149.0
Control,4640.0
Control,3361.0
Control,4261.0
Experiment,1352.0
Experiment,6490.0
Experiment,3356.0
Control,1810.0
Experiment,1415.0
Control,21584.0
Control,2390.0
Experiment,4543.0
Control,1201.0
Experiment,1194.0
Control,2049.0
Control,1905.0
Experiment,3811.0
Control,2051.0
Control,1816.0
Control,15956.0
Control,1847.0
Control,2340.0
Control,5179.0
,
Experiment,1372.0
Control,1251.0
Control,3083.0
Control,2835.0
,
Control,183.0
Control,2225.0
Control,151.0
Control,3899.0
Control,3437.0
Experiment,3638.0
Experiment,981.0
Experiment,1669.0
Control,2448.0
Experiment,1041.0
Control,3893.0
Control,1518.0
Control,3063.0
Control,9538.0
Control,3521.0
Control,6450.0
Control,779.0
Experiment,1006.0
,
Control,1542.0
Control,2016.0
Experiment,2416.0
Experiment,814.0
Control,2092.0
Experiment,4814.0
Experiment,1940.0
Experiment,1834.0
Control,1187.0
Control,1323.0
Experiment,1307.0
Experiment,3069.0
Experiment,5117.0
Experiment,2117.0
Experiment,2376.0
Experiment,2692.0
Experiment,2642.0
Experiment,3560.0
Control,1330.0
Experiment,835.0
Control,2799.0
Experiment,7702.0
Experiment,4361.0
Control,3184.0
Experiment,4320.0
Control,7274.0
Control,432.0
Experiment,1280.0
Experiment,3084.0
Experiment,2513.0
,
Control,1121.0
Control,1467.0
Experiment,3270.0
Control,2275.0
Experiment,4350.0
Control,1455.0
Experiment,2462.0
Control,3370.0
Experiment,1191.0
Control,1870.0
Experiment,1812.0
Control,950.0
Control,3610.0
Control,5021.0
Control,4138.0
Experiment,2058.0
Control,842.0
Control,1841.0
Experiment,3315.0
Experiment,9497.0
Experiment,651.0
Control,4615.0
Experiment,2370.0
Control,887.0
Experiment,1084.0
,
Control,208.0
Control,5680.0
,
Control,3512.0
Control,739.0
Experiment,7382.0
Control,738.0
Control,693.0
Control,2634.0
Control,2290.0
,
Experiment,3171.0
Experiment,1233.0
Control,7202.0
Experiment,4385.0
Control,2259.0
Experiment,1388.0
Experiment,3655.0
,
Control,4367.0
,
,
Experiment,2268.0
Control,3524.0
Control,1666.0
Control,12144.0
Experiment,1107.0
Experiment,939.0
Experiment,2372.0
Control,418.0
Experiment,2955.0
Control,3470.0
Experiment,1475.0
Experiment,4957.0
Experiment,2852.0
Experiment,5875.0
Control,2933.0
Experiment,2337.0
Control,5239.0
Control,1123.0
Experiment,1858.0
Experiment,5495.0
Experiment,1545.0
Experiment,4928.0
Control,1181.0
Experiment,1062.0
Control,2012.0
Experiment,1461.0
Control,4153.0
Control,5627.0
Experiment,3089.0
Control,5003.0
Control,2966.0
Control,6209.0
Control,2282.0
Control,2648.0
Control,1055.0
Experiment,2519.0
Experiment,1965.0
Experiment,2574.0
Experiment,1984.0
Experiment,2521.0
Experiment,7629.0
Experiment,1610.0
Experiment,2346.0
Control,1312.0
Experiment,133.0
Experiment,1979.0
Control,7149.0
Control,3236.0
,
Control,2550.0
Control,1124.0
Control,2839.0
Control,10570.0
Control,2305.0
Control,3625.0
Experiment,12053.0
,
Control,8360.0
,
Experiment,6651.0
Experiment,869.0
Experiment,4480.0
Experiment,4131.0
Experiment,1045.0
Control,2233.0
Control,2421.0
Experiment,1981.0
Control,3740.0
Control,6921.0
Control,1476.0
Control,1809.0
Experiment,2868.0
Experiment,4799.0
Experiment,1884.0
Experiment,2905.0
Control,2801.0
Experiment,2098.0
,
Control,2404.0
Control,2453.0
Control,5890.0
Control,1445.0
Control,6397.0
Control,4178.0
Control,1546.0
Experiment,2535.0
Experiment,1728.0
Experiment,5963.0
Control,3882.0
Experiment,3958.0
Experiment,1516.0
Control,2198.0
Experiment,1132.0
Experiment,2891.0
Experiment,2124.0
Experiment,980.0
Control,3446.0
Control,16863.0
Experiment,799.0
Control,8267.0
Control,1310.0
Control,1039.0
Experiment,220.0
Experiment,2542.0
Control,2374.0
Experiment,142.0
Experiment,5572.0
Control,3720.0
Experiment,240.0
Control,1286.0
Experiment,2879.0
Experiment,921.0
Control,1402.0
Control,1669.0
Control,7337.0
Control,3028.0
Experiment,1487.0
Control,2027.0
Control,2277.0
Control,1641.0
Experiment,1303.0
Control,4246.0
Experiment,795.0
Experiment,2954.0
Experiment,982.0
Control,1629.0
Experiment,665.0
Experiment,2680.0
Control,4499.0
Experiment,3561.0
Experiment,3618.0
,
Control,2357.0
Control,157.0
Control,996.0
Control,4354.0
Experiment,1768.0
Experiment,2872.0
,
Control,2751.0
Experiment,1249.0
Control,2994.0
Experiment,1486.0
Control,1690.0
Control,312.0
Experiment,802.0
Control,2410.0
Experiment,5567.0
Control,2050.0
Experiment,255.0
Control,5259.0
,
Control,2332.0
Control,180.0
Control,1166.0
Experiment,2516.0
Control,1404.0
Experiment,999.0
Control,2810.0
Control,9505.0
Control,726.0
Control,1012.0
Control,4076.0
Control,1938.0
Experiment,1394.0
Experiment,1321.0
Control,3086.0
Control,1265.0
,
Control,4359.0
Control,988.0
Experiment,3479.0
Experiment,9747.0
Control,485.0
Experiment,4446.0
Control,1941.0
Experiment,1506.0
Experiment,4533.0
Control,1403.0
Control,729.0
Experiment,9814.0
Experiment,3947.0
Experiment,1153.0
Control,1685.0
Control,1376.0
Control,6557.0
Control,14159.0
Control,2540.0
Experiment,2862.0
Control,1196.0
Experiment,1702.0
Experiment,766.0
Experiment,1747.0
Control,3594.0
Experiment,1051.0
Control,1301.0
Control,3441.0
Control,2789.0
,
Experiment,5286.0
Experiment,1185.0
Control,2419.0
Control,5187.0
Experiment,3475.0
